GAP ANALYSIS SUMMARY — AL, AR, CA, DE, KS, MD, MI, MN, MO, NC, PA, TX, VA, WA
Generated against: Alabama Sentencing Commission Presumptive Manual 2024, Arkansas Sentencing Commission Benchbook 2026, California CALCRIM 2026 (Judicial Council Jury Instructions), Delaware SENTAC Benchbook 2025, KS Sentencing Commission 2013, Maryland MSCCSP Offense Table Jan 2026, MI Sentencing Guidelines Oct 2024, Minnesota Sentencing Guidelines Aug 2025, MO Charge Code Manual Feb 2026, NC Combined Offense List Dec 2025, PA Commission on Sentencing 8th Edition 2024, Texas Legislative Council Felony Offenses 2018, Virginia Crime Code System FY17, Washington Adult Sentencing Manual Oct 2025

======================================================================
AL
======================================================================
Our entries:            129
Authoritative entries:  87
Matched:                40 (31%)
Unmatched (phantom?):   89
Missing from ours:      45
Citation mismatches:    22

UNMATCHED — charges we have with no authoritative match:
  [F] Vehicular Homicide                                 | Ala. Code § 32-5A-192 | confidence: needs_review
  Terroristic Threatening 1st Degree                 | Ark. Code Ann. § 5-13-301 | Class D
  Threatening to Commit an Act of Mass Violence on School Property | Ark. Code Ann. § 5-13-302 | Class C
  Terroristic Act - Serious Physical Injury/Death    | Ark. Code Ann. § 5-13-310 | Class Y
  Terroristic Act                                    | Ark. Code Ann. § 5-13-310 | Class B
  Rape - Forcible Compulsion                         | Ark. Code Ann. § 5-14-103 (a)(1) & (c)(1) | Class Y
  ... and 781 more felonies

MISSING MISDEMEANORS — in authoritative source but not in our database (sample):

======================================================================
CA
======================================================================
Our entries:            115
Authoritative entries:  473
Matched:                37 (32%)
Unmatched (phantom?):   78
Missing from ours:      426
Citation mismatches:    17

UNMATCHED — charges we have with no authoritative match:
  [F] Criminally Negligent Homicide                      | Cal. Penal Code § 192(b) | confidence: high
  [F] Vehicular Homicide                                 | Cal. Penal Code § 191.5 | confidence: high
  [M] Domestic Violence Assault                          | Cal. Penal Code § 273.5 | confidence: high
  [M] Menacing                                           | Cal. Penal Code § 422 | confidence: high
  [F] Rape                                               | Cal. Penal Code § 261 | confidence: high
  [F] Sexual Penetration by Foreign Object               | Cal. Penal Code § 261.5 | confidence: high
  [F] Statutory Rape                                     | Cal. Penal Code § 261.5 | confidence: high
  [F] Sexual Exploitation of Minor                       | Cal. Penal Code § 311.4 | confidence: high
  [F] Grand Theft                                        | Cal. Penal Code § 487 | confidence: high
  [M] Theft by Receiving                                 | Cal. Penal Code § 496 | confidence: high
  [F] Identity Theft                                     | Cal. Penal Code § 530.5 | confidence: high
  [F] Credit Card Fraud                                  | Cal. Penal Code § 484g | confidence: high
  [F] Possession with Intent to Distribute               | Cal. Health & Saf. Code § 11351 | confidence: high
  [F] Drug Trafficking                                   | Cal. Health & Saf. Code § 11352 | confidence: high
  [M] Possession of Drug Paraphernalia                   | Cal. Health & Safety Code § 11364 | confidence: high
  [F] Maintaining Drug House                             | Cal. Health & Safety Code § 11366 | confidence: high
  [M] Unlawful Carrying of Weapon                        | Cal. Penal Code § 25400 | confidence: high
  [F] Felon in Possession of Firearm                     | Cal. Penal Code § 29800 | confidence: high
  [F] Discharge of Firearm in City                       | Cal. Penal Code § 246.3 | confidence: high
  [F] Possession of Prohibited Weapon                    | Cal. Penal Code § 33215 | confidence: high
  [F] Wire Fraud                                         | Cal. Penal Code § 532(a) | confidence: high
  [F] Mail Fraud                                         | Cal. Penal Code § 532b | confidence: high
  [F] Check Fraud                                        | Cal. Penal Code § 476a | confidence: high
  [F] Tax Fraud                                          | Cal. Rev. & Tax. Code § 19705 | confidence: high
  [F] Forgery                                            | Cal. Penal Code § 470 | confidence: high
  [F] Computer Fraud                                     | Cal. Penal Code § 502 | confidence: high
  [M] Public Intoxication                                | Cal. Penal Code § 647(f) | confidence: high
  [M] Disturbing the Peace                               | Cal. Penal Code § 415 | confidence: high
  [M] Trespassing                                        | Cal. Penal Code § 602 | confidence: high
  [M] DUI First Offense                                  | Cal. Veh. Code § 23152 | confidence: high
  [M] DUI Second Offense                                 | Cal. Veh. Code § 23540 | confidence: high
  [F] DUI Third Offense                                  | Cal. Veh. Code § 23546 | confidence: high
  [M] Hit and Run                                        | Cal. Veh. Code § 20001 | confidence: high
  [M] Petty Theft (Under $950)                           | Cal. Penal Code § 484 | confidence: high
  [M] Domestic Battery                                   | Cal. Penal Code § 243(e)(1) | confidence: high
  [I] Fare Evasion (Transit)                             | Cal. Penal Code § 640 | confidence: high
  [M] Contempt of Court (Violation of Court Order)       | Cal. Penal Code § 166 | confidence: high
  [M] Solicitation / Prostitution                        | Cal. Penal Code § 647(b) | confidence: high
  [M] Failure to Appear                                  | Cal. Penal Code § 1320 | confidence: high
  [M] Probation Violation                                | Cal. Penal Code § 1203.2 | confidence: high
  [M] Resisting Arrest / Obstruction                     | Cal. Penal Code § 148 | confidence: high
  [M] Violation of Protective Order                      | Cal. Penal Code § 273.6 | confidence: high
  [M] Open Container Violation                           | Cal. Veh. Code § 23222 | confidence: high
  [M] Minor in Possession of Alcohol                     | Cal. Bus. & Prof. Code § 25662 | confidence: high
  [M] Providing False Information to Police              | Cal. Penal Code § 148.9 | confidence: high
  [M] Harassment / Stalking                              | Cal. Penal Code § 653m | confidence: high
  [M] Writing Bad Checks / Worthless Checks              | Cal. Penal Code § 476a | confidence: high
  [M] Driving Without Insurance                          | Cal. Veh. Code § 16029 | confidence: high
  [M] Driving with Expired Registration                  | Cal. Veh. Code § 4000 | confidence: high
  [M] Driving with Expired/No Inspection                 | Cal. Veh. Code § 4000.3 | confidence: high
  [M] Criminal Nonsupport / Failure to Pay Child Support | Cal. Penal Code § 270 | confidence: high
  [M] Noise Violation / Disturbing the Peace by Noise    | Cal. Penal Code § 415 | confidence: high
  [M] Possession of Fake/Fraudulent ID                   | Cal. Bus. & Prof. Code § 25661 | confidence: high
  [M] Animal at Large / Leash Law Violation              | Cal. Food & Agric. Code § 31103 | confidence: high
  [M] Animal Cruelty (Misdemeanor)                       | Cal. Penal Code § 597(b) | confidence: high
  [M] Illegal Camping / Sleeping in Public               | Cal. Penal Code § 647(e) | confidence: high
  [M] Panhandling / Aggressive Solicitation              | Cal. Penal Code § 647(c) | confidence: high
  [M] Curfew Violation                                   | Cal. Welf. & Inst. Code § 625.1 | confidence: high
  [M] Trespass After Warning / Return After Ban          | Cal. Penal Code § 602 | confidence: high
  [I] Defective Vehicle Equipment / Broken Taillight     | Cal. Veh. Code § 27150 | confidence: high
  [M] Truancy / Chronic Absenteeism                      | Cal. Educ. Code § 48260 | confidence: high
  [M] Littering / Illegal Dumping                        | Cal. Penal Code § 374 | confidence: high
  [M] Illegal Discharge of Fireworks                     | Cal. Health & Safety Code § 12677 | confidence: high
  [M] Possession of Alcohol in Park / Prohibited Area    | Cal. Bus. & Prof. Code § 25620 | confidence: high
  [M] Fishing / Hunting Without a License                | Cal. Fish & Game Code § 12019 | confidence: high
  [F] Criminal Attempt                                   | Cal. Penal Code § 664 | confidence: high
  [F] Aiding and Abetting / Accomplice Liability         | Cal. Penal Code § 31 | confidence: high
  [F] Accessory After the Fact                           | Cal. Penal Code § 32 | confidence: high
  [F] Attempted Sexual Assault                           | Cal. Penal Code §§ 664, 261 | confidence: high
  [F] Criminal Solicitation                              | Cal. Penal Code § 653f | confidence: high
  [F] Prior Felony / Recidivist Sentencing Enhancement   | Cal. Penal Code § 667 | confidence: high
  [F] Use of a Firearm in Commission of a Felony         | Cal. Penal Code § 12022.5 | confidence: high
  [F] Drug Offense in a School Zone (Proximity Enhancement) | Cal. Health & Safety Code § 11353.6 | confidence: high
  [F] RICO / Organized Crime (Racketeering)              | Cal. Penal Code § 186.2 | confidence: high
  [F] Juvenile Delinquency Adjudication (Felony-Level Act) | Cal. Welf. & Inst. Code § 602 | confidence: high
  [M] Juvenile Delinquency Adjudication (Misdemeanor-Level Act) | Cal. Welf. & Inst. Code § 602 | confidence: high
  [F] Juvenile Transfer to Adult Court (Waiver Hearing)  | Cal. Welf. & Inst. Code § 707 | confidence: high
  [F] Juvenile Firearm Possession                        | Cal. Penal Code § 29610 | confidence: high

CITATION MISMATCHES — matched charges with differing section numbers:
  Murder in the First Degree                    | ours: 187                | auth: 189
  Murder in the Second Degree                   | ours: 187                | auth: 189
  Battery                                       | ours: 243                | auth: 242
  Assault with Deadly Weapon                    | ours: 245                | auth: 17500
  Assault on Peace Officer                      | ours: 241                | auth: 190
  Sexual Battery                                | ours: 243.4              | auth: 242
  Child Sexual Abuse                            | ours: 288                | auth: 273a
  Petty Theft                                   | ours: 488                | auth: 666
  Embezzlement                                  | ours: 503                | auth: 484
  Robbery in the First Degree                   | ours: 212.5              | auth: 211
  Robbery in the Second Degree                  | ours: 212.5              | auth: 211
  Bank Robbery                                  | ours: 213                | auth: 211
  Possession of Controlled Substance            | ours: 11350              | auth: 11352
  Driving While Suspended                       | ours: 14601.1            | auth: 23152
  Attempted Murder                              | ours: 664                | auth: 21a
  Attempted Robbery                             | ours: 664                | auth: 211
  Hate Crime Enhancement                        | ours: 422.75             | auth: 190.03

MISSING FELONIES — in authoritative source but not in our database:
  Presenceof Support Person/Dog/Dog Handler          | Cal. Penal Code § 868.4 | Felony
  Accessories                                        | Cal. Penal Code § 32 | Felony
  Solicitation:Elements                              | Cal. Penal Code § 653f | Felony
  Solicitationofa Minor                              | Cal. Penal Code § 653j | Felony
  Presumption That Killing Not Criminal              | Cal. Penal Code § 194 | Felony
  Firstor Second Degree Murder With Malice Aforethought | Cal. Penal Code § 187 | Felony
  Second Degree Murder:Discharge From Motor Vehicle  | Cal. Penal Code § 190(d) | Felony
  Felony Murder:First Degree—Defendant Allegedly Committed Fatal Act | Cal. Penal Code § 189 | Felony
  Felony Murder:First Degree—Coparticipant Allegedly Committed Fatal Act | Cal. Penal Code § 189 | Felony
  Felony Murder:First Degree—Other Acts Allegedly Caused Death | Cal. Penal Code § 189 | Felony
  Conspiracyto Commit Murder                         | Cal. Penal Code § 182 | Felony
  Voluntary Manslaughter:Heatof Passion—Lesser Included Offense | Cal. Penal Code § 192(a) | Felony
  Involuntary Manslaughter:Failureto Perform Legal Duty—Murder Not Charged | Cal. Penal Code § 192(b) | Felony
  Gross Vehicular Manslaughter While Intoxicated     | Cal. Penal Code § 191.5(a) | Felony
  Vehicular Manslaughter While Intoxicated—Ordinary Negligence | Cal. Penal Code § 191.5(b) | Felony
  Gross Vehicular Manslaughter                       | Cal. Penal Code § 192(c)(1) | Felony
  Misdemeanor Vehicular Manslaughter                 | Cal. Penal Code § 192(c)(2) | Felony
  Vehicular Manslaughter:Collisionfor Financial Gain | Cal. Penal Code § 192(c)(3) | Felony
  Attempted Voluntary Manslaughter:Heatof Passion—Lesser Included Offense | Cal. Penal Code § 21a | Felony
  Voluntary Intoxication:Effectson Homicide Crimes   | Cal. Penal Code § 29.4 | Felony
  Voluntary Intoxication Causing Unconsciousness:Effectson Homicide Crimes | Cal. Penal Code § 29.4 | Felony
  Special Circumstances:Introduction                 | Cal. Penal Code § 190.2 | Felony
  Special Circumstances:Financial Gain               | Cal. Penal Code § 190.2(a)(1) | Felony
  Special Circumstances:Multiple Murder Convictions(Same Case) | Cal. Penal Code § 190.2(a)(3) | Felony
  Special Circumstances:Murderto Prevent Arrestor Complete Escape | Cal. Penal Code § 190.2(a)(5) | Felony
  Special Circumstances:Murderof Peace Officer,Federal Officer,or Firefighter | Cal. Penal Code § 190.2(a)(7),(8)&(9) | Felony
  Special Circumstances:Murderof Witness             | Cal. Penal Code § 190.2(a)(10) | Felony
  Special Circumstances:Lyingin Wait—Before March8,2000 | Cal. Penal Code § 190.2(a)(15) | Felony
  Special Circumstances:Lyingin Wait—After March7,2000 | Cal. Penal Code § 190.2(a)(15) | Felony
  Special Circumstances:Murder Becauseof Race,Religion,or Nationality | Cal. Penal Code § 190.2(a)(16) | Felony
